video_name|index|start_frame|end_frame|start_sec|end_sec|target
1428805_1a1|290|29157|29257|583.14|585.14|Nur herumliegen und die Wand anstarren/
1428805_1a1|291|31522|31707|630.44|634.14|Ich wollte gerade einen Korb werfen.
1428805_1a1|292|31707|31896|634.14|637.92|Da hat mir ein Abwehrspieler den Ball aus der Hand geschlagen.
1428805_1a1|293|31895|32094|637.9|641.88|Er hat mir dabei genau auf den Daumen geschlagen.
1428805_1a1|294|32094|32226|641.88|644.52|Es war sehr schmerzhaft, aber ich habe mich zusammengerissen.
1428805_1a1|295|32226|32368|644.52|647.36|Das Spiel lief weiter, ich habe die Schmerzen durchgestanden.
1428805_1a1|296|32501|32659|650.02|653.18|Das Rote Kreuz war daneben.
1428805_1a1|297|32658|33000|653.16|660.0|Sie haben gesehen, wie ich den Korb werfen wollte, mir auf den Daumen geschlagen wurde, ich Schmerzen hatte und das Spiel währenddessen weiterlief.
1428805_1a1|298|33452|33575|669.04|671.5|Ich habe das nicht nachvollziehen können, weil ich ja kein Foul begangen habe.
1428805_1a1|299|33575|33739|671.5|674.78|Doch er sagte, es ginge um den Daumen.
1428805_1a1|300|33992|34074|679.84|681.48|Ich war davon nicht begeistert.
1428805_1a1|301|34074|34343|681.48|686.86|Dann bin ich ins Krankenhaus gekommen, weil mein Knochen im Daumen gesplittert war.
1428805_1a1|302|34343|34564|686.86|691.28|Ich konnte meinen Daumen nur noch zur Hälfte bewegen, weil der Knochen kaputt war.
1428805_1a1|303|34564|34637|691.28|692.74|Ich habe einen Gips bekommen.
1428805_1a1|304|34804|35067|696.08|701.34|Aber wie sollte ich mit dem Gipsarm im Auto nach Hause fahren?
1428805_1a1|305|35222|35300|704.44|706.0|Ein Gehörloser ist dann für mich gefahren.
1428805_1a1|306|35300|35395|706.0|707.9|Ich hatte diesen Gips bekommen und damit war’s gut.
1428805_1a1|307|35506|35642|710.12|712.84|Es ist typisch für mich, dass ich beim Sport so konzentriert und ehrgeizig bin.
1428805_1a1|308|35642|35956|712.84|719.12|Ich habe mir also einmal den Daumen gebrochen.
1428805_1a1|309|36013|36130|720.26|722.6|Ich hatte einen Leistenbruch, früher als ich klein war.
1428805_1a1|310|36325|36417|726.5|728.34|Meine Erinnerung/
1428805_1a1|311|36417|36613|728.34|732.26|Ich bin nur dort gewesen, um den Daumen röntgen zu lassen, danach bin ich sofort wieder nach Hause gekommen.
1428805_1a1|312|36613|36736|732.26|734.72|Aber ich musste nie über Nacht da bleiben.
1428805_1a1|313|36891|37038|737.82|740.76|Ich war noch so klein, ich weiß nicht, ob ich damals eine Narkose bekommen habe.
1428805_1b1|314|7|223|0.14|4.46|Jetzt geht es um Gefühle.
1428805_1b1|315|223|348|4.46|6.96|Du hattest doch Gefühle gesagt.
1428805_1b1|316|1314|1405|26.28|28.1|Ich mache wenig Sport.
1428805_1b1|317|1737|1806|34.74|36.12|Du brauchst dich nicht zu rechtfertigen.
1428805_1b1|318|1805|2097|36.1|41.94|Aber ist Körperpflege dir wichtig oder kannst du darauf verzichten?
1428805_1b1|319|2160|2309|43.2|46.18|Wie würdest du denn ohne Körperpflege aussehen?
1428805_1b1|320|2321|2418|46.42|48.36|Dein Körper würde verkümmern?
1428805_1b1|321|2659|2750|53.18|55.0|Ja? Wie pflegst Du dich?
1428805_1b1|322|2750|2867|55.0|57.34|Joggen. Und zweitens?
1428805_1b1|323|2982|3150|59.64|63.0|Du isst vernünftig?
1428805_1b1|324|3203|3281|64.06|65.62|Du isst vernünftig?
1428805_1b1|325|3281|3472|65.62|69.44|Isst du nicht manchmal Currywurst mit Pommes?
1428805_1b1|326|3472|3553|69.44|71.06|Ah, nur selten, okay.
1428805_1b1|327|3733|3910|74.66|78.2|Aber Körperpflege hat nichts mit Ernährung zu tun.
1428805_1b1|328|4750|4986|95.0|99.72|Es hat auch mit Gesundheit zu tun.
1428805_1b1|329|5187|5320|103.74|106.4|Regelmäßig Sport machen.
1428805_1b1|330|5320|5602|106.4|112.04|Spazieren gehen, frische Luft, vernünftige Ernährung.
1428805_1b1|331|5718|5778|114.36|115.56|Die Ernährungsweise/
1428805_1b1|332|5778|5877|115.56|117.54|Kontakte pflegen, stimmt.
1428805_1b1|333|6834|6992|136.68|139.84|Es ist schlimm für Gehörlose.
1428805_1b1|334|7059|7158|141.18|143.16|Sie wären ganz überrumpelt davon, dass sie krank sind.
1428805_1b1|335|7234|7348|144.68|146.96|Leukämie zum Beispiel.
1428805_1b1|336|7429|7545|148.58|150.9|Wo könnte man sich beraten lassen?
1428805_1b1|337|8277|8479|165.54|169.58|Wie heißt das nochmal? Sterbehilfe oder Sterbebegleitung?
1428805_1b1|338|8479|8650|169.58|173.0|Sterbebegleitung oder?
1428805_1b1|339|8650|8948|173.0|178.96|Zum Beispiel hat es früher mit der Kommunikation nicht richtig geklappt, jetzt gibt es mehr Orte, wo gebärdet wird.
1428805_1b1|340|9019|9152|180.38|183.04|Endlich wird es etwas mehr.
1428805_1b1|341|9202|9332|184.04|186.64|Es hängt ja auch alles miteinander zusammen und beeinflusst sich gegenseitig.
1428805_1b1|342|9369|9785|187.38|195.7|Kommunikation, Gefühle, Ernährung, Krankheit, Körperpflege und Finanzierung, das hängt alles zusammen.
1428805_1b1|343|10079|10227|201.58|204.54|Es hängt alles miteinander zusammen, wie eine Kette.
1428805_1b1|344|10357|10453|207.14|209.06|Vielleicht kann der Moderator dich finanziell unterstützen.
1428805_1b1|345|11316|11502|226.32|230.04|Ja, es werden immer mehr Produkte mit dem Bio-Siegel etikettiert.
1428805_1b1|346|11502|11718|230.04|234.36|Aber man kann auch zu bestimmten Geschäften gehen, die reine Bio-Geschäfte sind.
1428805_1b1|347|11718|11833|234.36|236.66|Beim Bauern ist es besonders gut.
1428805_1b1|348|11833|12259|236.66|245.18|Zum Beispiel kann man es sehen, wenn man eine Bio-Tomate und eine Bio-Tomate hat/
1428805_1b1|349|12259|12430|245.18|248.6|Ach ne, die andere ist natürlich nicht Bio.
1428805_1b1|350|12962|13037|259.24|260.74|Aber bei Bio-Produkten ist das nicht so.
1428805_1b1|351|13088|13141|261.76|262.82|Sie sehen nicht besonders beeindruckend aus.
1428805_1b1|352|13141|13206|262.82|264.12|Aber sie sind sehr schmackhaft.
1428805_1b1|353|13205|13321|264.1|266.42|Sie haben ein starkes Aroma.
1428805_1b1|354|13321|13368|266.42|267.36|Die anderen sind nicht so schmackhaft.
1428805_1b1|355|13602|13703|272.04|274.06|Es ist Bio.
1428805_1b1|356|14012|14201|280.24|284.02|Es ist ungespritzt.
1428805_1b1|357|14478|14678|289.56|293.56|Wenn man eine Tomate isst, die auffallend rund und glatt ist, dann bekommt man Falten im Gesicht.
1428805_1b1|358|15193|15264|303.86|305.28|Persönlich, ach so.
1428805_1b1|359|16613|16850|332.26|337.0|Sie ist ganz durchgerissen, es hat sich angefühlt, als ob sie jemand mit einer Axt durchtrennt hätte.
1428805_1b1|360|16850|16908|337.0|338.16|So hat es sich angefühlt.
1428805_1b1|361|16908|17028|338.16|340.56|Sie ist komplett durchgerissen.
1428805_1b1|362|17028|17131|340.56|342.62|Die Schmerzen waren nicht stark.
1428805_1b1|363|17131|17259|342.62|345.18|Es fühlte sich an, als hätte sie jemand mit einer Axt durchschlagen.
1428805_1b1|364|17259|17424|345.18|348.48|Ich habe zu meinem Spielpartner gesagt, dass er spinnt, doch er sagte, dass er mich nicht berührt hat.
1428805_1b1|365|17424|17621|348.48|352.42|Ich habe versucht, meinen Fuß hoch zu bewegen, aber er hing immer wieder nur schlaff herunter.
1428805_1b1|366|17621|17883|352.42|357.66|Da habe ich begriffen, dass die Achillessehne gerissen ist.
1428805_1b1|367|18183|18344|363.66|366.88|Am nächsten Tag bin ich auf Krücken heimgekommen und musste mein Bein hochlegen.
1428805_1b1|368|18344|18486|366.88|369.72|Das war das eine Mal, und was war noch mal das andere?
1428805_1b1|369|18486|18723|369.72|374.46|Die Schilddrüse.
1428805_1b1|370|18723|18940|374.46|378.8|Ich hatte erwartet, dass sie ganz klein ist.
1428805_1b1|371|18940|19381|378.8|387.62|Aber da lag ich falsch, sie war sehr groß, größer als ein Tennisball.
1428805_1b1|372|19381|19547|387.62|390.94|Man hat es nicht sehen können, ich hatte keine Beule am Hals.
1428805_1b1|373|19618|19727|392.36|394.54|Ich hatte keine sichtbare Beule am Hals.
1428805_1b1|374|19727|20116|394.54|402.32|Die tennisballgroße Schilddrüse war im Hals verteilt.
1428805_1b1|375|20568|20727|411.36|414.54|Da war ich erleichtert.
1428805_1b1|376|20727|21066|414.54|421.32|Früher, als ich klein war, gab es so, hm, Bäume, auf denen man spielen konnte/
1428805_1b1|377|21066|21219|421.32|424.38|Hm, nein, waren es Bäume?
1428805_1b1|378|21219|21428|424.38|428.56|Ach ja, Baumstämme die in einer Reihe standen, in verschiedenen Höhen, erst auf- und dann absteigend.
1428805_1b1|379|21428|21599|428.56|431.98|Da konnte man drüber laufen, auf dem Spielplatz war das.
1428805_1b1|380|21599|21869|431.98|437.38|Ich bin da auch rübergelaufen, doch plötzlich hat mich ein Gehörloser geschubst und dann bin ich heruntergefallen.
1428805_1b1|381|21869|21999|437.38|439.98|Ich bin mit meinem Knie gegen mein Kinn gestoßen und habe mir dabei auf die Zunge gebissen.
1428805_1b1|382|22547|22642|450.94|452.84|Ja, das Sprechen hat geklappt.
1428805_1b1|383|22642|22748|452.84|454.96|Durch die Liebe hat es funktioniert.
1428805_1b1|384|22748|22904|454.96|458.08|Gut, das war das Eine, was gibt es noch?
1428805_1b1|385|23321|23531|466.42|470.62|Wir haben alles aufgeschrieben.
1428805_1b1|386|23531|23816|470.62|476.32|Er hat mir alles aufgeschrieben, die Erklärungen, was gemacht werden muss, den Narkosebericht.
1428805_1b1|387|23816|23902|476.32|478.04|Da brauchte ich keinen Dolmetscher.
1428805_1b1|388|24244|24358|484.88|487.16|Du hattest Drehschwindel.
1428805_1b1|389|26814|27006|536.28|540.12|Ähm, die Infusion ist für/
1428805_1b1|390|29029|29136|580.58|582.72|Ach so, du warst gar nicht im Krankenhaus.
1428805_1b1|391|29227|29327|584.54|586.54|Nur in der Ambulanz und das war’s.
1428805_1b1|392|29445|29612|588.9|592.24|Ich hatte vor Kurzem eine Knie-Operation.
1428805_1b1|393|29612|29826|592.24|596.52|Mein Nachbar ist glücklicherweise Arzt.
1428805_1b1|394|29826|30006|596.52|600.12|Ich kann mich mit ihm gestikulierend verständigen, er ist aufgeschlossen.
1428805_1b1|395|30006|30048|600.12|600.96|Ich erzählte ihm, dass ich Probleme mit dem Knie hätte.
1428805_1b1|396|30047|30107|600.94|602.14|Ich sollte zu ihm kommen.
1428805_1b1|397|30343|30481|606.86|609.62|Ich habe erwidert, dass ich keine OP haben wollte.
1428805_1b1|398|30481|30657|609.62|613.14|Er sagte, dass er die OP empfiehlt und es ganz schnell gehen würde.
1428805_1b1|399|30779|30969|615.58|619.38|Ich war zuerst etwas skeptisch, aber habe die OP dann doch machen lassen.
1428805_1b1|400|30969|31148|619.38|622.96|Zu Hause konnte ich sofort nach ein paar Tagen wieder laufen.
1428805_1b1|401|31148|31218|622.96|624.36|Ja, ich konnte sofort wieder laufen.
1428805_1b1|402|31218|31412|624.36|628.24|Am Anfang habe ich noch gehumpelt, aber es hat sich gebessert und jetzt ist mein Knie wieder in Ordnung.
1428805_1b1|403|36325|36613|726.5|732.26|Als du schon größer warst, bist du doch schon wegen dem Daumen im Krankenhaus gewesen.
1428805_1b1|404|36969|37080|739.38|741.6|Ich hatte schon ein paar Narkosen.
1428805_1b1|405|37080|37255|741.6|745.1|Wegen dem Fuß, dem Knie und der Schilddrüse hatte ich schon Narkosen.
1428805_1b1|406|37255|37469|745.1|749.38|Und wegen dem Handgelenk, weil ich den Daumen nicht mehr bewegen konnte.
1428805_1b1|407|37469|37568|749.38|751.36|Das hatte auch mein Nachbar für mich gemacht.
1428805_1b1|408|37568|37677|751.36|753.54|Es war eine leichte Narkose.
1428805_1b1|409|37677|37841|753.54|756.82|Ich brauchte eine Narkose, weil es sehr wehgetan hat, als er meinen Daumen heruntergedrückt hat.
1428805_1b1|410|37987|38074|759.74|761.48|Ich dachte, an der Stelle sei es harmlos.
1428805_1b1|411|38074|38374|761.48|767.48|Aber nein, die Hand hat unglaublich viele Nerven, über die ganze Handfläche verteilt.
1428805_1b1|412|38374|38553|767.48|771.06|Mit den Fingern hat man eine geschickte Feinmotorik und viel Gefühl.
1428805_1b1|413|38553|38708|771.06|774.16|Es war nur ein kleiner Schnitt, aber er hat ganze 45 Minuten gedauert.
1428805_1b1|414|38708|38867|774.16|777.34|So ein kleiner Schnitt braucht 45 Minuten!
1290705-16340909-16360503_1a1|415|454|737|9.08|14.74|Es gibt die Regel, dass man alle neun- bis zehntausend Kilometer das Öl wechseln muss.
1290705-16340909-16360503_1a1|416|914|991|18.28|19.82|Dann kann man den Filter sehen.
1984213_1b1|417|168|336|3.36|6.72|Dann läuft sie wieder hin und her.
1984213_1b1|418|336|470|6.72|9.4|Da sieht sie plötzlich einen Affen.
1984213_1b1|419|470|679|9.4|13.58|Ein Mann spielt auf einer Drehorgel und der Affe steht daneben und erbettelt Geld.
1984213_1b1|420|679|914|13.58|18.28|Der Affe sammelt Geld und trägt einen Hut und eine schicke Uniform.
1984213_1b1|421|1246|1343|24.92|26.86|Der Affe kommt um die Ecke.
1984213_1b1|422|1343|1513|26.86|30.26|Die Katze verprügelt ihn und streift sich seine Kleidung und den Hut über.
1984213_1b1|423|1513|1661|30.26|33.22|Dann geht sie verkleidet ins Hotel hinein.
1984213_1b1|424|1660|1812|33.2|36.24|Sie geht hinein, kommt irgendwie nach oben und klopft an die Tür.
1984213_1b1|425|1812|1961|36.24|39.22|Die Katze geht hinein und sieht nun wie ein Diener aus.
1984213_1b1|426|1960|2100|39.2|42.0|Die Oma öffnet und fragt: „Was ist?“
1984213_1b1|427|2100|2238|42.0|44.76|Die Katze läuft umher und sucht überall etwas.
1984213_1b1|428|2238|2349|44.76|46.98|Der Oma kommt das komisch vor.
1984213_1b1|429|2772|2971|55.44|59.42|Die Oma wundert sich und gibt der Katze misstrauisch ein bisschen Geld.
1984213_1b1|430|2971|3062|59.42|61.24|Sie fühlt sich nicht wohl und denkt, dass irgendwas nicht stimmt.
1984213_1b1|431|3062|3248|61.24|64.96|Darum schlägt sie die Katze nieder und wirft sie hinaus vor ihre Tür.
1413234_1b1|432|0|223|0.0|4.46|Die Katze läuft hin und her und überlegt, wie sie sich den Vogel endlich schnappen könnte.
1413234_1b1|433|317|526|6.34|10.52|Plötzlich fällt ihr die Regenrinne ins Auge.
1413234_1b1|434|526|686|10.52|13.72|Sie freut sich hinterlistig und klettert in das Rohr hinein.
1413234_1b1|435|686|889|13.72|17.78|Die Katze, nein, der Vogel sieht von oben aus zu.
1413234_1b1|436|1527|1727|30.54|34.54|Sie hat die Bowlingkugel verschluckt und jetzt einen kugelrunden Bauch.
1413234_1b1|437|1726|1818|34.52|36.36|Die Katze hat keine Kontrolle mehr.
1413234_1b1|438|1817|1965|36.34|39.3|Mit der Kugel im Bauch rollt sie in einem Affenzahn die Straße hinunter.
1413234_1b1|439|1964|2160|39.28|43.2|Unten angekommen rollt sie geradewegs in ein Bowlingcenter hinein.
1431486-12361845-12371628_1b1|440|0|190|0.0|3.8|Die Katze versucht es auf einem anderen Weg.
1431486-12361845-12371628_1b1|441|507|809|10.14|16.18|Sie hört mit, wie sich jemand beim Rezeptionisten für eine Botenstelle bewirbt.
1431486-12361845-12371628_1b1|442|809|922|16.18|18.44|Als sie das hört, weiß sie Bescheid und hat eine Idee.
1431486-12361845-12371628_1b1|443|921|1172|18.42|23.44|Sie rennt schnell hinaus und zieht sich die Uniform an, mit der sie wie ein Angestellter aussieht.
1431486-12361845-12371628_1b1|444|1172|1319|23.44|26.38|Dann geht sie ins Hotel und klopft wieder an die Tür.
1431486-12361845-12371628_1b1|445|1319|1502|26.38|30.04|Sie soll nämlich die Koffer abholen.
1431486-12361845-12371628_1b1|446|1502|1666|30.04|33.32|Die Oma möchte abreisen oder ausziehen.
1431486-12361845-12371628_1b1|447|1666|1945|33.32|38.9|Gut, die Katze holt also die Koffer und den Vogelkäfig.
1431486-12361845-12371628_1b1|448|1944|2057|38.88|41.14|Auf dem Flur wirft sie die Koffer einfach in den Müll.
1431486-12361845-12371628_1b1|449|2360|2475|47.2|49.5|Sie freut sich schon wie verrückt, weil sie denkt, dass sie nun den Vogel endlich verspeisen kann.
1431486-12361845-12371628_1b1|450|2475|2587|49.5|51.74|Sie hebt das Tuch vom Käfig, doch darin sitzt die Oma.
1431486-12361845-12371628_1b1|451|2671|2883|53.42|57.66|Die Katze rennt davon, aber die Oma verfolgt sie.
1428905_1a1|452|44|86|0.88|1.72|Er schwärmt wohl für dich.
1428905_1a1|453|2621|2782|52.42|55.64|Als das damals passiert ist, wie hast du davon erfahren?
1428905_1a1|454|2782|2844|55.64|56.88|Wie bist du darauf aufmerksam geworden?
1428905_1a1|455|4071|4192|81.42|83.84|Ich auch? Ach so.
1428905_1a1|456|4215|4450|84.3|89.0|Ich fing beim BBW Nürnberg an und war zum Glück in einer Gruppe für drei Monate.
1428905_1a1|457|4450|4509|89.0|90.18|Ich habe neue Gesichter kennengelernt.
1428905_1a1|458|4509|4558|90.18|91.16|Die Arbeit war leicht.
1428905_1a1|459|4558|4607|91.16|92.14|Drei Monate lang ging ich zum Probearbeiten in verschiedenen Bereichen.
1428905_1a1|460|4607|4663|92.14|93.26|Da gab es eine Party.
1428905_1a1|461|4663|4863|93.26|97.26|Ausgerechnet in dieser Woche hatten wir unsere Kennenlernphase.
1428905_1a1|462|4863|4913|97.26|98.26|Wir feierten ausgelassen.
1428905_1a1|463|5116|5144|102.32|102.88|Wir haben ordentlich gefeiert.
1428905_1a1|464|5144|5226|102.88|104.52|Plötzlich sagte jemand, wir sollten alle zum Fernseher schauen, was passiert sei.
1428905_1a1|465|5226|5318|104.52|106.36|Alle schauten rüber.
1428905_1a1|466|5318|5380|106.36|107.6|Die Stimmung war sofort im Keller.
1428905_1a1|467|5380|5570|107.6|111.4|Lange Zeit waren alle still und starrten nur auf das Fernsehbild um zu sehen, was passiert war.
1428905_1a1|468|5570|5711|111.4|114.22|Alle Filme wurden unterbrochen und überall wurde nur das gezeigt.
1428905_1a1|469|5711|5803|114.22|116.06|Das war wirklich ernst, unglaublich.
1428905_1a1|470|5977|6064|119.54|121.28|Wir haben dann auf den nächsten Kanal geschaltet und da war klar, dass es wirklich ernst ist.
1428905_1a1|471|6085|6165|121.7|123.3|Wir redeten darüber, waren alle ganz ängstlich und haben uns erstmal setzen müssen.
1428905_1a1|472|6171|6260|123.42|125.2|Es hat niemand gelacht.
1428905_1a1|473|6260|6323|125.2|126.46|Wir haben alle konzentriert auf den Fernseher gestarrt.
1428905_1a1|474|6323|6500|126.46|130.0|Wir waren vor Mitgefühl wie gelähmt.
1428905_1a1|475|6500|6614|130.0|132.28|Morgen würde es in der Zeitung erscheinen und es wäre wirklich Realität.
1428905_1a1|476|6614|6722|132.28|134.44|Das tat mir richtig weh, ja.
1428905_1a1|477|7883|7995|157.66|159.9|Den Elften kann man sich leicht merken.
1428905_1a1|478|7995|8139|159.9|162.78|Den elften September kann man sich leicht merken.
1428905_1a1|479|8832|9051|176.64|181.02|Ich hatte sie gesehen, in Filmen und so.
1428905_1a1|480|9234|9341|184.68|186.82|Wir waren aber beide nie da, stimmts?
1428905_1b1|481|28|177|0.56|3.54|In Amerika ist ja das World-Trade-Center eingestürzt.
1428905_1b1|482|177|328|3.54|6.56|Davor haben mir viele Gehörlose erzählt, dass eine Amerika-Reise total super wäre.
1428905_1b1|483|328|428|6.56|8.56|Ich habe die Reise aber nie miterlebt, das habe ich leider verpasst.
1428905_1b1|484|600|698|12.0|13.96|Dann sind plötzlich die Zwillingstürme eingestürzt.
1428905_1b1|485|698|779|13.96|15.58|Das fand ich grausam, ist ja klar.
1428905_1b1|486|779|822|15.58|16.44|Es sind ja sehr viele Menschen gestorben.
1428905_1b1|487|821|875|16.42|17.5|Das ging mir schon nah.
1428905_1b1|488|875|1027|17.5|20.54|Klar, habe ich es nicht direkt miterlebt, aber ich hatte Mitgefühl mit den Menschen.
1428905_1b1|489|1027|1082|20.54|21.64|Sie taten mir leid, ist ja klar.
1428905_1b1|490|1082|1151|21.64|23.02|Die Reise war trotzdem ein besonders schönes Erlebnis.
1428905_1b1|491|1151|1414|23.02|28.28|Dann ist meine Mutter vor, ich glaube, zwei oder drei Jahren, nach Amerika geflogen, nach New York.
1428905_1b1|492|1519|1603|30.38|32.06|Natürlich tut es einem leid.
